,x,y,z,yaw,pitch,robot_x,robot_y,robot_z
3961,99.0892539377832,-13.465502369147558,0,6.1481200000000005,0,0.0,0.0,0.0
3963,101.15530003807602,-13.099819624972644,0,6.154400000000001,0,0.0,0.0,0.0
3965,103.2205828787461,-12.70870843838615,0,6.160680000000001,0,0.0,0.0,0.0
3967,103.2983576225108,-12.060236833987414,0,6.16696,0,0.0,0.0,0.0
3969,103.37205845771732,-11.411289594707332,0,6.17324,0,0.0,0.0,0.0
3971,103.44168247773216,-10.761892313902688,0,6.179520000000001,0,0.0,0.0,0.0
3973,103.50722693670444,-10.112070602679209,0,6.185800000000001,0,0.0,0.0,0.0
3975,103.568689249674,-9.461850088881336,0,6.19208,0,0.0,0.0,0.0
3977,103.62606699267356,-8.811256416081138,0,6.19836,0,0.0,0.0,0.0
3979,103.67935790282418,-8.160315242568068,0,6.20464,0,0.0,0.0,0.0
3981,103.72855987842456,-7.509052240335944,0,6.21092,0,0.0,0.0,0.0
3983,103.7736709790338,-6.857493094071236,0,6.2172,0,0.0,0.0,0.0
3985,103.81468942554822,-6.205663500139722,0,6.22348,0,0.0,0.0,0.0
3987,103.85161360027116,-5.553589165573267,0,6.22976,0,0.0,0.0,0.0
3989,103.88444204697709,-4.901295807055602,0,6.23604,0,0.0,0.0,0.0
3991,103.9131734709688,-4.248809149908665,0,6.24232,0,0.0,0.0,0.0
3993,103.93780673912865,-3.5961549270776607,0,6.248600000000001,0,0.0,0.0,0.0
3995,103.95834087996312,-2.94335887811639,0,6.25488,0,0.0,0.0,0.0
3997,103.97477508364126,-2.2904467481717536,0,6.26116,0,0.0,0.0,0.0
3999,103.98710870202648,-1.637444286969146,0,6.267439999999999,0,0.0,0.0,0.0
